metro_name;uci_index_urban;uci_index_iware;moran_poi;moran_len;moran_urban;moran_ware;moran_price;moran_ware_intensity;moran_price_intensity;pop_2000;pop_2015;area;municipalities;number_ware_t0;average_distance_ware_gravity_t0;number_ware_t1;average_distance_ware_gravity_t1;log_sprawl;u_HH;u_HL;u_LH;u_LL;u_NS;cw_HH;cw_HL;cw_LH;cw_LL;cw_NS;pw_HH;pw_HL;pw_LH;pw_LL;pw_NS;cluster
miami;0,207;0,326;0,626;0,827;0,804;0,382;0,449;0,382;0,449;0,3310482896410105;0,2755938168332577;0,37962643678160918;0,01538461538461539;0,1963322545846818;0,564418938307030;0,1042074363992172;0,5437585733882030;1;0,1612121212121212;0,000000000000000000;0,000000000000000000;0,2266666666666667;0,612121212121212;0,01333333333333333;0,001212121212121212;0,00969696969696970;0,2727272727272727;0,703030303030303;0,06424242424242424;0,002424242424242424;0,0412121212121212;0,4363636363636363;0,455757575757576;3
milwaukee;0,208;0,337;0,093;0,793;0,663;0,437;0,377;0,437;0,377;0,0915085678511793;0,0665929725736829;0,16563218390804599;0,02307692307692308;0,0970873786407767;0,321951219512195;0,0371819960861057;0,3303155006858711;1;0,0903083700440529;0,000000000000000000;0,002202643171806168;0,3171806167400881;0,590308370044053;0,03083700440528634;0,000000000000000000;0,02863436123348018;0,3634361233480176;0,577092511013216;0,04405286343612335;0,000000000000000000;0,0440528634361234;0,4647577092511013;0,447136563876652;2
montreal;0,146;0,346;0,423;0,663;0,653;0,305;0,007;0,305;0,007;0,0855058948455278;0,0665944092562772;0,05005747126436782;0,29999999999999999;0,0733549083063646;0,107604017216643;0,0234833659491194;0,0301783264746228;1;0,1023102310231023;0,000000000000000000;0,003300330033003300;0,0693069306930693;0,825082508250825;0,01980198019801980;0,003300330033003300;0,02310231023102310;0,3630363036303630;0,590759075907591;0,01650165016501650;0,000000000000000000;0,0231023102310231;0,5544554455445545;0,405940594059406;2
nashville;0,105;0,345;0,414;0,708;0,651;0,179;0,151;0,179;0,151;0,0324771581418978;0,0248829717751655;0,38770114942528738;0,10000000000000001;0,1132686084142395;0,387230989956958;0,0484344422700587;0,3219478737997257;1;0,0685579196217494;0,000000000000000000;0,000000000000000000;0,1122931442080378;0,819148936170213;0,00945626477541371;0,002364066193853428;0,02009456264775414;0,3522458628841608;0,615839243498818;0,01063829787234043;0,003546099290780142;0,0390070921985816;0,4278959810874705;0,518912529550827;2
new_orleans;0,260;0,355;0,485;0,743;0,724;0,178;0,239;0,178;0,239;0,0872847327515719;0,0573638626221858;0,50307471264367820;0,05384615384615385;0,0711974110032362;0,260258249641320;0,0298434442270059;0,3153635116598080;1;0,0474383301707780;0,000000000000000000;0,001897533206831120;0,1963946869070209;0,754269449715370;0,00474383301707780;0,000000000000000000;0,01328273244781784;0,3254269449715370;0,656546489563567;0,00569259962049336;0,000000000000000000;0,0189753320683112;0,5351043643263758;0,440227703984820;2
new_york;0,144;0,295;0,545;0,803;0,798;0,445;0,435;0,445;0,435;0,9936095200073271;0,7459496557685332;0,73178160919540225;0,18461538461538463;1,0000000000000000;0,580774748923960;0,4363992172211350;0,5233196159122085;1;0,1358609794628752;0,000789889415481833;0,002369668246445498;0,1840442338072670;0,676935229067930;0,04818325434439179;0,003949447077409162;0,01026856240126382;0,2030015797788310;0,734597156398104;0,06240126382306477;0,006319115323854660;0,0244865718799368;0,2575039494470774;0,649289099526066;4
orlando;0,161;0,330;0,423;0,774;0,716;0,407;0,331;0,407;0,331;0,2270812811963291;0,1836674029742203;0,21488505747126438;0,02307692307692308;0,0690399137001079;0,263988522238164;0,0337573385518591;0,1705075445816187;0;0,1335740072202166;0,000000000000000000;0,001805054151624549;0,1317689530685921;0,732851985559567;0,03068592057761733;0,005415162454873646;0,02166064981949458;0,3880866425992780;0,554151624548736;0,03610108303249097;0,007220216606498195;0,0379061371841155;0,3194945848375451;0,599277978339350;1
paris;0,118;0,277;0,667;0,829;0,828;0,480;0,584;0,480;0,584;0,7529299551773760;0,5504573818072512;0,25798850574712645;1,00000000000000000;0,7572815533980582;0,230989956958393;0,4564579256360078;0,2002743484224966;1;0,1144674085850556;0,000000000000000000;0,000000000000000000;0,1240063593004769;0,761526232114467;0,06836248012718601;0,001589825119236884;0,01589825119236884;0,1558028616852146;0,758346581875994;0,10810810810810811;0,003179650238473768;0,0095389507154213;0,1780604133545310;0,701112877583466;4
philadelphia;0,116;0,309;0,481;0,722;0,700;0,320;0,187;0,320;0,187;0,2816417193445019;0,2104853544808068;0,27824712643678162;0,07692307692307693;0,2988133764832794;0,467575322812052;0,1555772994129158;0,3978052126200274;1;0,0991869918699187;0,000000000000000000;0,003252032520325203;0,1317073170731707;0,765853658536585;0,04227642276422764;0,014634146341463415;0,01300813008130081;0,2406504065040651;0,689430894308943;0,03577235772357724;0,004878048780487805;0,0260162601626016;0,2504065040650407;0,682926829268293;3
phoenix;0,175;0,345;0,654;0,864;0,852;0,363;0,412;0,363;0,412;0,2144158198152700;0,2111462748187498;1,00000000000000000;0,00769230769230769;0,0323624595469256;0,237589670014347;0,0787671232876712;0,1879286694101509;1;0,0775488069414317;0,000000000000000000;0,000000000000000000;0,1377440347071583;0,784707158351410;0,01843817787418655;0,001084598698481562;0,01084598698481562;0,1919739696312364;0,777657266811280;0,02765726681127983;0,001626898047722343;0,0314533622559653;0,4685466377440347;0,470715835140998;2
pittisburg;0,111;0,329;0,509;0,744;0,701;0,186;0,185;0,186;0,185;0,1171865177595874;0,0782872444784696;0,31439655172413794;0,04615384615384616;0,0873786407766990;0,348637015781923;0,0371819960861057;0,2843621399176955;1;0,0691562932226833;0,001383125864453665;0,002766251728907331;0,1009681881051176;0,825726141078838;0,01936376210235131;0,011065006915629323;0,04011065006915630;0,3554633471645920;0,573997233748271;0,01659751037344398;0,006915629322268326;0,0262793914246196;0,3347164591977870;0,615491009681881;2
portland;0,102;0,341;0,239;0,759;0,727;0,505;0,449;0,505;0,449;0,0755522264564331;0,0622573889165128;0,44017241379310346;0,04615384615384616;0,1607335490830636;0,331850789096126;0,0689823874755382;0,2570644718792867;1;0,0821052631578947;0,001052631578947368;0,000000000000000000;0,0684210526315790;0,848421052631579;0,02421052631578947;0,002105263157894737;0,01368421052631579;0,3126315789473684;0,647368421052632;0,03473684210526316;0,002105263157894737;0,0252631578947368;0,4105263157894737;0,527368421052632;2
raleigh;0,142;0,330;0,507;0,768;0,705;0,120;0,188;0,120;0,188;0,0503186041286334;0,0563747298283623;0,07267241379310345;0,01538461538461539;0,0701186623516721;0,428407460545194;0,0269080234833659;0,3347050754458162;0;0,1066666666666667;0,000000000000000000;0,003333333333333334;0,1166666666666667;0,773333333333333;0,01666666666666667;0,010000000000000000;0,02666666666666667;0,3000000000000000;0,646666666666667;0,02333333333333333;0,010000000000000000;0,0466666666666667;0,2333333333333333;0,686666666666667;1
richmond;0,093;0,348;0,400;0,699;0,651;0,249;0,147;0,249;0,147;0,0642077263983517;0,0539370502227623;0,26350574712643676;0,12307692307692308;0,0507011866235167;0,251506456241033;0,0318003913894325;0,1835390946502058;1;0,0796875000000000;0,001562500000000000;0,000000000000000000;0,0546875000000000;0,864062500000000;0,00937500000000000;0,012500000000000001;0,01093750000000000;0,3218750000000000;0,645312500000000;0,01093750000000000;0,007812500000000000;0,0218750000000000;0,3437500000000000;0,615625000000000;2
rochester;0,157;0,347;0,539;0,823;0,769;0,355;0,260;0,355;0,260;0,0156655691753287;0,0111745635624760;0,31198275862068964;0,03846153846153846;0,0366774541531823;0,352654232424677;0,0127201565557730;0,2525377229080933;0;0,0514603616133519;0,000000000000000000;0,001390820584144645;0,2976356050069541;0,649513212795549;0,01390820584144645;0,005563282336578581;0,01390820584144645;0,3379694019471488;0,628650904033380;0,01529902642559110;0,002781641168289291;0,0264255910987483;0,3963838664812239;0,559109874826147;1
saint_louis;0,112;0,342;0,481;0,764;0,721;0,195;0,318;0,195;0,318;0,1411377004380645;0,1060909919676930;0,51718390804597703;0,10769230769230770;0,1477885652642934;0,324390243902439;0,0596868884540117;0,1934156378600823;0;0,0837209302325581;0,001860465116279070;0,001860465116279070;0,0958139534883721;0,816744186046512;0,01674418604651163;0,002790697674418605;0,01395348837209302;0,2595348837209303;0,706976744186047;0,02325581395348837;0,003720930232558140;0,0316279069767442;0,3841860465116279;0,557209302325581;1
salt_lake_city;0,178;0,352;0,343;0,690;0,657;0,491;0,341;0,491;0,341;0,0608129706991531;0,0529440244825544;0,52112068965517244;0,00769230769230769;0,0830636461704423;0,312912482065997;0,0464774951076321;0,2266117969821674;1;0,0425733207190161;0,000000000000000000;0,000946073793755913;0,1627246925260170;0,793755912961211;0,00946073793755913;0,000946073793755913;0,00946073793755913;0,4068117313150426;0,573320719016083;0,01040681173131504;0,000946073793755913;0,0217596972563860;0,4881740775780511;0,478713339640492;2
san_antonio;0,113;0,340;0,432;0,814;0,777;0,242;0,261;0,242;0,261;0,1145237402765152;0,1104309320172456;0,46597701149425286;0,05384615384615385;0,0388349514563107;0,180631276901004;0,0220156555772994;0,1567901234567901;1;0,0697435897435897;0,000000000000000000;0,001025641025641026;0,1405128205128205;0,788717948717949;0,01948717948717949;0,006153846153846154;0,01641025641025641;0,3251282051282051;0,632820512820513;0,02153846153846154;0,008205128205128205;0,0369230769230769;0,3969230769230769;0,536410256410256;2
san_diego;0,164;0,335;0,543;0,712;0,717;0,212;0,352;0,212;0,352;0,1853223257872253;0,1510063243231244;0,24988505747126435;0,00000000000000000;0,0787486515641855;0,292395982783357;0,0313111545988258;0,1898491083676269;0;0,1334459459459459;0,000000000000000000;0,001689189189189189;0,1385135135135135;0,726351351351351;0,01689189189189189;0,005067567567567568;0,01520270270270270;0,3209459459459459;0,641891891891892;0,03885135135135135;0,005067567567567568;0,0388513513513514;0,3699324324324325;0,547297297297297;1
san_francisco;0,169;0,318;0,404;0,617;0,590;0,166;0,270;0,166;0,270;0,2723212011536046;0,2143628217688186;0,16847701149425287;0,03076923076923077;0,3171521035598706;0,785796269727403;0,1599804305283757;0,6912208504801097;1;0,1113402061855670;0,000000000000000000;0,004123711340206186;0,1608247422680412;0,723711340206186;0,02061855670103093;0,002061855670103093;0,02680412371134020;0,2515463917525773;0,698969072164948;0,03917525773195876;0,002061855670103093;0,0309278350515464;0,2927835051546392;0,635051546391753;3
sao_paulo;0,154;0,285;0,509;0,839;0,832;0,336;0,466;0,336;0,466;1,0000000000000000;1,0000000000000000;0,14109195402298852;0,29230769230769232;0,2340884573894283;0,232424677187948;1,0000000000000000;0,1467764060356653;0;0,1495327102803738;0,000000000000000000;0,000000000000000000;0,1401869158878505;0,710280373831776;0,03971962616822430;0,000000000000000000;0,00467289719626168;0,1238317757009346;0,831775700934579;0,10046728971962617;0,000000000000000000;0,0186915887850467;0,2242990654205607;0,656542056074766;4
seattle;0,148;0,338;0,381;0,759;0,721;0,302;0,394;0,302;0,394;0,0397491867111650;0,0355259627777785;0,40793103448275864;0,01538461538461539;0,0798274002157497;0,276901004304161;0,0929549902152642;0,1702331961591221;0;0,1174458380843786;0,000000000000000000;0,000000000000000000;0,1812998859749145;0,701254275940707;0,01824401368301026;0,001140250855188141;0,01482326111744584;0,2542759407069555;0,711516533637400;0,03534777651083238;0,004561003420752566;0,0399087799315849;0,4253135689851767;0,494868871151653;1
tampa;0,152;0,322;0,462;0,691;0,640;0,163;0,255;0,163;0,255;0,1575733710031024;0,1372455930572453;0,16396551724137931;0,02307692307692308;0,0560949298813377;0,223959827833572;0,0278864970645793;0,1338820301783265;0;0,0993377483443709;0,000000000000000000;0,006622516556291391;0,1390728476821192;0,754966887417219;0,02428256070640177;0,006622516556291391;0,01324503311258278;0,2825607064017660;0,673289183222958;0,03752759381898454;0,006622516556291391;0,0375275938189845;0,3377483443708609;0,580573951434879;1
toronto;0,172;0,341;0,389;0,734;0,681;0,220;0,232;0,220;0,232;0,1599945246090067;0,1261855933455087;0,14068965517241380;0,15384615384615385;0,1661272923408846;0,220946915351506;0,1007827788649706;0,1508916323731138;1;0,1551246537396122;0,000000000000000000;0,005540166204986150;0,1052631578947368;0,734072022160665;0,01662049861495845;0,008310249307479225;0,03047091412742382;0,3961218836565097;0,548476454293629;0,02216066481994460;0,005540166204986150;0,0443213296398892;0,3711911357340720;0,556786703601108;2
tucson;0,145;0,354;0,393;0,780;0,748;0,187;0,275;0,187;0,275;0,0544723696321957;0,0457231187301839;0,59807471264367817;0,00000000000000000;0,0237324703344121;0,794261119081779;0,0161448140900196;0,5336076817558300;0;0,0440304826418290;0,000000000000000000;0,000846740050804403;0,1405588484335309;0,814563928873836;0,00592718035563082;0,000846740050804403;0,01270110076206605;0,3920406435224386;0,588484335309060;0,00592718035563082;0,001693480101608806;0,0186282811176969;0,5156646909398814;0,458086367485182;1
tulsa;0,105;0,351;0,543;0,736;0,718;0,256;0,295;0,256;0,295;0,0530681882107871;0,0425105110710992;0,39387931034482759;0,04615384615384616;0,0302049622437972;0,262553802008608;0,0073385518590998;0,2294924554183813;1;0,0458190148911798;0,000000000000000000;0,000000000000000000;0,0504009163802978;0,903780068728522;0,01145475372279496;0,003436426116838488;0,01489117983963345;0,3379152348224513;0,632302405498282;0,01260022909507446;0,002290950744558992;0,0229095074455899;0,4558991981672394;0,506300114547537;2
vancouver;0,181;0,335;0,551;0,710;0,706;0,305;0,349;0,305;0,349;0,1005012533159357;0,0812797152884393;0,00000000000000000;0,06153846153846154;0,1337648327939590;0,164992826398852;0,0547945205479452;0,1385459533607682;1;0,1162790697674419;0,000000000000000000;0,000000000000000000;0,1860465116279070;0,697674418604651;0,04069767441860465;0,000000000000000000;0,02906976744186046;0,5348837209302325;0,395348837209302;0,04651162790697674;0,000000000000000000;0,0465116279069767;0,3372093023255814;0,569767441860465;2
virginia_beach;0,168;0,350;0,395;0,716;0,647;0,246;0,308;0,246;0,308;0,1267361070753754;0,0966021668788400;0,20589080459770115;0,11538461538461539;0,0852211434735707;0,407747489239598;0,0371819960861057;0,2839506172839506;0;0,0996376811594203;0,001811594202898551;0,001811594202898551;0,1286231884057971;0,768115942028985;0,01449275362318841;0,001811594202898551;0,01811594202898551;0,3858695652173913;0,579710144927536;0,01811594202898551;0,001811594202898551;0,0362318840579710;0,4909420289855073;0,452898550724638;1
washington;0,121;0,326;0,438;0,781;0,773;0,261;0,288;0,261;0,288;0,3112214498774247;0,2640578117368348;0,41255747126436781;0,17692307692307693;0,2955771305285869;0,725538020086083;0,1448140900195695;0,6599451303155007;1;0,1144114411441144;0,001100110011001100;0,001100110011001100;0,1034103410341034;0,779977997799780;0,02970297029702970;0,007700770077007701;0,02420242024202420;0,2948294829482948;0,643564356435644;0,03300330033003300;0,005500550055005501;0,0319031903190319;0,3168316831683168;0,612761276127613;3
